Term,Status,Section,Location,Lecture Days,Lecture Time,Lecture Location,Seminar Days,Seminar Time,Seminar Location,Lab Days,Lab Time,Lab Location,Distance Education,Electronic,Independent Study,Exam Day,Exam Time,Exam Location,Faculty,Capacity,Credits,Academic Level
Winter 2023,Open,CIS*2750*0101 (1727) Software System Dvlmt & Intgrn,Guelph,"Tues, Thur",04:00PM - 05:20PM,"ROZH, Room 103", , , ,Wed,09:30AM - 11:20AM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,S. Kremer, 3 / 3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0102 (1728) Software System Dvlmt & Intgrn,Guelph,"Tues, Thur",04:00PM - 05:20PM,"ROZH, Room 103", , , ,Thur,11:30AM - 01:20PM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,S. Kremer, 3 / 3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0103 (1729) Software System Dvlmt & Intgrn,Guelph,"Tues, Thur",04:00PM - 05:20PM,"ROZH, Room 103", , , ,Tues,11:30AM - 01:20PM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,S. Kremer, 3 / 3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0104 (1730) Software System Dvlmt & Intgrn,Guelph,"Tues, Thur",04:00PM - 05:20PM,"ROZH, Room 103", , , ,Mon,09:30AM - 11:20AM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,S. Kremer, 3 / 3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0105 (1731) Software System Dvlmt & Intgrn,Guelph,"Tues, Thur",04:00PM - 05:20PM,"ROZH, Room 103", , , ,Wed,03:30PM - 05:20PM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,S. Kremer, 3 / 3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0106 (1732) Software System Dvlmt & Intgrn,Guelph,"Tues, Thur",04:00PM - 05:20PM,"ROZH, Room 103", , , ,Fri,09:30AM - 11:20AM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,S. Kremer, 3 / 3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0107 (1733) Software System Dvlmt & Intgrn,Guelph,"Tues, Thur",04:00PM - 05:20PM,"ROZH, Room 103", , , ,Wed,01:30PM - 03:20PM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,S. Kremer, 3 / 3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0108 (1734) Software System Dvlmt & Intgrn,Guelph,"Tues, Thur",04:00PM - 05:20PM,"ROZH, Room 103", , , ,Fri,12:30PM - 02:20PM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,S. Kremer, 3 / 3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0201 (1735) Software System Dvlmt & Intgrn,Guelph,"Tues, Thur",10:00AM - 11:20AM,"MCLN, Room 102", , , ,Wed,09:30AM - 11:20AM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,S. Kremer, 3 / 3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0202 (1736) Software System Dvlmt & Intgrn,Guelph,"Tues, Thur",10:00AM - 11:20AM,"MCLN, Room 102", , , ,Thur,11:30AM - 01:20PM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,S. Kremer, 3 / 3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0203 (1737) Software System Dvlmt & Intgrn,Guelph,"Tues, Thur",10:00AM - 11:20AM,"MCLN, Room 102", , , ,Tues,11:30AM - 01:20PM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,S. Kremer, 3 / 3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0204 (1738) Software System Dvlmt & Intgrn,Guelph,"Tues, Thur",10:00AM - 11:20AM,"MCLN, Room 102", , , ,Mon,09:30AM - 11:20AM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,S. Kremer, 3 / 3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0205 (1739) Software System Dvlmt & Intgrn,Guelph,"Tues, Thur",10:00AM - 11:20AM,"MCLN, Room 102", , , ,Wed,03:30PM - 05:20PM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,S. Kremer, 3 / 3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0206 (1740) Software System Dvlmt & Intgrn,Guelph,"Tues, Thur",10:00AM - 11:20AM,"MCLN, Room 102", , , ,Fri,09:30AM - 11:20AM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,S. Kremer, 3 / 3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0207 (1741) Software System Dvlmt & Intgrn,Guelph,"Tues, Thur",10:00AM - 11:20AM,"MCLN, Room 102", , , ,Wed,01:30PM - 03:20PM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,S. Kremer, 3 / 3,0.75,Undergraduate
Winter 2023,Open,CIS*2750*0208 (1742) Software System Dvlmt & Intgrn,Guelph,"Tues, Thur",10:00AM - 11:20AM,"MCLN, Room 102", , , ,Fri,12:30PM - 02:20PM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,S. Kremer, 3 / 3,0.75,Undergraduate
Winter 2023,Open,CIS*2910*0101 (1743) Discrete Structures in Comp II,Guelph,"Mon, Wed, Fri",04:30PM - 05:20PM,"ROZH, Room 101", , , ,Tues,03:30PM - 05:20PM,"MACN, Room 118",FALSE,FALSE,FALSE, , , ,P. Matsakis, 10 / 10,0.5,Undergraduate
Winter 2023,Open,CIS*2910*0102 (1744) Discrete Structures in Comp II,Guelph,"Mon, Wed, Fri",04:30PM - 05:20PM,"ROZH, Room 101", , , ,Fri,09:30AM - 11:20AM,"MACN, Room 118",FALSE,FALSE,FALSE, , , ,P. Matsakis, 10 / 10,0.5,Undergraduate
Winter 2023,Open,CIS*2910*0103 (1745) Discrete Structures in Comp II,Guelph,"Mon, Wed, Fri",04:30PM - 05:20PM,"ROZH, Room 101", , , ,Thur,02:30PM - 04:20PM,"MACN, Room 118",FALSE,FALSE,FALSE, , , ,P. Matsakis, 10 / 10,0.5,Undergraduate
Winter 2023,Open,CIS*2910*0104 (1746) Discrete Structures in Comp II,Guelph,"Mon, Wed, Fri",04:30PM - 05:20PM,"ROZH, Room 101", , , ,Fri,11:30AM - 01:20PM,"MACN, Room 118",FALSE,FALSE,FALSE, , , ,P. Matsakis, 10 / 10,0.5,Undergraduate
Winter 2023,Open,CIS*2910*0105 (1747) Discrete Structures in Comp II,Guelph,"Mon, Wed, Fri",04:30PM - 05:20PM,"ROZH, Room 101", , , ,Wed,11:30AM - 01:20PM,"ALEX, Room 028",FALSE,FALSE,FALSE, , , ,P. Matsakis, 10 / 10,0.5,Undergraduate
Winter 2023,Open,CIS*2910*0106 (1748) Discrete Structures in Comp II,Guelph,"Mon, Wed, Fri",04:30PM - 05:20PM,"ROZH, Room 101", , , ,Thur,08:30AM - 10:20AM,"MCKN, Room 234",FALSE,FALSE,FALSE, , , ,P. Matsakis, 10 / 10,0.5,Undergraduate
Winter 2023,Open,CIS*2910*0107 (1749) Discrete Structures in Comp II,Guelph,"Mon, Wed, Fri",04:30PM - 05:20PM,"ROZH, Room 101", , , ,Thur,12:30PM - 02:20PM,"ALEX, Room 028",FALSE,FALSE,FALSE, , , ,P. Matsakis, 10 / 10,0.5,Undergraduate
Winter 2023,Open,CIS*2910*0108 (1750) Discrete Structures in Comp II,Guelph,"Mon, Wed, Fri",04:30PM - 05:20PM,"ROZH, Room 101", , , ,Tues,01:30PM - 03:20PM,"ALEX, Room 028",FALSE,FALSE,FALSE, , , ,P. Matsakis, 10 / 10,0.5,Undergraduate
Winter 2023,Open,CIS*3110*0101 (1751) Operating Systems,Guelph,"Tues, Thur",02:30PM - 03:50PM,"MACN, Room 105", , , ,Wed,02:30PM - 03:20PM,"MACS, Room 129",FALSE,FALSE,FALSE, , , ,D. Nikitenko, 5 / 5,0.5,Undergraduate
Winter 2023,Open,CIS*3110*0102 (1752) Operating Systems,Guelph,"Tues, Thur",02:30PM - 03:50PM,"MACN, Room 105", , , ,Mon,04:30PM - 05:20PM,"MACN, Room 118",FALSE,FALSE,FALSE, , , ,D. Nikitenko, 5 / 5,0.5,Undergraduate
Winter 2023,Open,CIS*3110*0103 (1753) Operating Systems,Guelph,"Tues, Thur",02:30PM - 03:50PM,"MACN, Room 105", , , ,Wed,07:00PM - 07:50PM,"MCLN, Room 101",FALSE,FALSE,FALSE, , , ,D. Nikitenko, 5 / 5,0.5,Undergraduate
Winter 2023,Open,CIS*3110*0104 (1754) Operating Systems,Guelph,"Tues, Thur",02:30PM - 03:50PM,"MACN, Room 105", , , ,Mon,09:30AM - 10:20AM,"MACS, Room 129",FALSE,FALSE,FALSE, , , ,D. Nikitenko, 5 / 5,0.5,Undergraduate
Winter 2023,Open,CIS*3110*0105 (1755) Operating Systems,Guelph,"Tues, Thur",02:30PM - 03:50PM,"MACN, Room 105", , , ,Fri,09:30AM - 10:20AM,"ROZH, Room 106",FALSE,FALSE,FALSE, , , ,D. Nikitenko, 5 / 5,0.5,Undergraduate
Winter 2023,Open,CIS*3110*0106 (1756) Operating Systems,Guelph,"Tues, Thur",02:30PM - 03:50PM,"MACN, Room 105", , , ,Tues,08:30AM - 09:20AM,"MACS, Room 129",FALSE,FALSE,FALSE, , , ,D. Nikitenko, 5 / 5,0.5,Undergraduate
Winter 2023,Open,CIS*3110*0107 (1757) Operating Systems,Guelph,"Tues, Thur",02:30PM - 03:50PM,"MACN, Room 105", , , ,Wed,04:30PM - 05:20PM,"MACN, Room 118",FALSE,FALSE,FALSE, , , ,D. Nikitenko, 5 / 5,0.5,Undergraduate
Winter 2023,Open,CIS*3120*0101 (1758) Digital Systems I,Guelph,"Mon, Wed, Fri",09:30AM - 10:20AM,"CRSC, Room 117", , , ,Mon,02:30PM - 04:20PM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,G. Grewal, 30 / 30,0.5,Undergraduate
Winter 2023,Open,CIS*3120*0102 (1759) Digital Systems I,Guelph,"Mon, Wed, Fri",09:30AM - 10:20AM,"CRSC, Room 117", , , ,Thur,02:30PM - 04:20PM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,G. Grewal, 30 / 30,0.5,Undergraduate
Winter 2023,Open,CIS*3190*DE01 (1760) Software for Legacy Systems,Guelph, , , , , , , , , ,TRUE,FALSE,FALSE, , , ,M. Wirth, 20 / 20,0.5,Undergraduate
Winter 2023,Open,CIS*3490*0101 (1761) Analysis & Des. of Comp. Algo.,Guelph,"Mon, Wed",05:30PM - 06:50PM,"ROZH, Room 104", , , ,Fri,11:30AM - 01:20PM,"MCKN, Room 227",FALSE,FALSE,FALSE, , , ,F. Wang, 5 / 5,0.5,Undergraduate
Winter 2023,Open,CIS*3490*0102 (1762) Analysis & Des. of Comp. Algo.,Guelph,"Mon, Wed",05:30PM - 06:50PM,"ROZH, Room 104", , , ,Mon,02:30PM - 04:20PM,"MCKN, Room 232",FALSE,FALSE,FALSE, , , ,F. Wang, 5 / 5,0.5,Undergraduate
Winter 2023,Open,CIS*3490*0103 (1763) Analysis & Des. of Comp. Algo.,Guelph,"Mon, Wed",05:30PM - 06:50PM,"ROZH, Room 104", , , ,Tues,07:00PM - 08:50PM,"MCKN, Room 228",FALSE,FALSE,FALSE, , , ,F. Wang, 5 / 5,0.5,Undergraduate
Winter 2023,Open,CIS*3490*0104 (1764) Analysis & Des. of Comp. Algo.,Guelph,"Mon, Wed",05:30PM - 06:50PM,"ROZH, Room 104", , , ,Thur,08:30AM - 10:20AM,"MCKN, Room 230",FALSE,FALSE,FALSE, , , ,F. Wang, 5 / 5,0.5,Undergraduate
Winter 2023,Open,CIS*3490*0105 (1765) Analysis & Des. of Comp. Algo.,Guelph,"Mon, Wed",05:30PM - 06:50PM,"ROZH, Room 104", , , ,Fri,11:30AM - 01:20PM,"MCKN, Room 228",FALSE,FALSE,FALSE, , , ,F. Wang, 5 / 5,0.5,Undergraduate
Winter 2023,Open,CIS*3490*0106 (1766) Analysis & Des. of Comp. Algo.,Guelph,"Mon, Wed",05:30PM - 06:50PM,"ROZH, Room 104", , , ,Fri,09:30AM - 11:20AM,"MCKN, Room 226",FALSE,FALSE,FALSE, , , ,F. Wang, 5 / 5,0.5,Undergraduate
Winter 2023,Open,CIS*3490*0107 (1767) Analysis & Des. of Comp. Algo.,Guelph,"Mon, Wed",05:30PM - 06:50PM,"ROZH, Room 104", , , ,Fri,02:30PM - 04:20PM,"MCKN, Room 226",FALSE,FALSE,FALSE, , , ,F. Wang, 5 / 5,0.5,Undergraduate
Winter 2023,Open,CIS*3700*0101 (1768) Intro to Intelligent Systems,Guelph,"Tues, Thur",10:00AM - 11:20AM,"MCKN, Room 223", , , ,Mon,08:30AM - 09:20AM,"GRHM, Room 2310",FALSE,FALSE,FALSE, , , ,TBA, 60 / 60,0.5,Undergraduate
Winter 2023,Open,CIS*3750*0101 (1769) Syst Analysis & Design in App,Guelph,"Tues, Thur",01:00PM - 02:20PM,"MCLN, Room 102", , , ,Wed,01:30PM - 03:20PM,"THRN, Room 2420",FALSE,FALSE,FALSE, , , ,M. Wineberg, 10 / 10,0.75,Undergraduate
Winter 2023,Open,CIS*3750*0102 (1770) Syst Analysis & Design in App,Guelph,"Tues, Thur",01:00PM - 02:20PM,"MCLN, Room 102", , , ,Wed,11:30AM - 01:20PM,"THRN, Room 2420",FALSE,FALSE,FALSE, , , ,M. Wineberg, 10 / 10,0.75,Undergraduate
Winter 2023,Open,CIS*3750*0103 (1771) Syst Analysis & Design in App,Guelph,"Tues, Thur",01:00PM - 02:20PM,"MCLN, Room 102", , , ,Mon,02:30PM - 04:20PM,"THRN, Room 2420",FALSE,FALSE,FALSE, , , ,M. Wineberg, 10 / 10,0.75,Undergraduate
Winter 2023,Open,CIS*3750*0104 (1772) Syst Analysis & Design in App,Guelph,"Tues, Thur",01:00PM - 02:20PM,"MCLN, Room 102", , , ,Mon,11:30AM - 01:20PM,"THRN, Room 2420",FALSE,FALSE,FALSE, , , ,M. Wineberg, 10 / 10,0.75,Undergraduate
Winter 2023,Open,CIS*3760*0101 (1773) Software Engineering,Guelph,"Tues, Thur",08:30AM - 09:50AM,"ROZH, Room 102", , , ,Wed,03:30PM - 05:20PM,"THRN, Room 2420",FALSE,FALSE,FALSE, , , ,J. McCuaig, 15 / 15,0.75,Undergraduate
Winter 2023,Open,CIS*3760*0102 (1774) Software Engineering,Guelph,"Tues, Thur",08:30AM - 09:50AM,"ROZH, Room 102", , , ,Tues,12:30PM - 02:20PM,"THRN, Room 2420",FALSE,FALSE,FALSE, , , ,J. McCuaig, 15 / 15,0.75,Undergraduate
Winter 2023,Open,CIS*3760*0103 (1775) Software Engineering,Guelph,"Tues, Thur",08:30AM - 09:50AM,"ROZH, Room 102", , , ,Tues,02:30PM - 04:20PM,"THRN, Room 2420",FALSE,FALSE,FALSE, , , ,J. McCuaig, 15 / 15,0.75,Undergraduate
Winter 2023,Open,CIS*4010*01 (1776) Cloud Computing,Guelph,"Tues, Thur",02:30PM - 03:50PM,"THRN, Room 1307", , , , , , ,FALSE,FALSE,FALSE, , , ,D. Stacey, 40 / 40,0.5,Undergraduate
Winter 2023,Open,CIS*4030*01 (1777) Mobile Computing,Guelph,"Tues, Thur",01:00PM - 02:20PM,"MCKN, Room 120", , , , , , ,FALSE,FALSE,FALSE, , , ,D. Flatla, 40 / 40,0.5,Undergraduate
Winter 2023,Open,CIS*4250*01 (1778) Software Design V,Guelph, , , , , , ,"Tues, Thur",10:00AM - 11:20AM,"THRN, Room 2420",FALSE,FALSE,FALSE, , , ,S. Scott, 70 / 70,0.5,Undergraduate
Winter 2023,Open,CIS*4520*0101 (1779) Introduction to Cryptography,Guelph,"Mon, Wed, Fri",09:30AM - 10:20AM,"CRSC, Room 116", , , ,Wed,11:30AM - 01:20PM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,C. Obimbo, 15 / 15,0.5,Undergraduate
Winter 2023,Open,CIS*4520*0102 (1780) Introduction to Cryptography,Guelph,"Mon, Wed, Fri",09:30AM - 10:20AM,"CRSC, Room 116", , , ,Mon,12:30PM - 02:20PM,"THRN, Room 2418",FALSE,FALSE,FALSE, , , ,C. Obimbo, 15 / 15,0.5,Undergraduate
Winter 2023,Open,CIS*4650*0101 (1781) Compilers,Guelph,"Mon, Wed, Fri",08:30AM - 09:20AM,"THRN, Room 1307", , , ,Fri,11:30AM - 12:20PM,"MACS, Room 209",FALSE,FALSE,FALSE, , , ,F. Song, 50 / 50,0.5,Undergraduate
Winter 2023,Open,CIS*4720*0101 (1782) Image Processing & Vision,Guelph,"Mon, Wed, Fri",10:30AM - 11:20AM,"MCKN, Room 121", , , ,Fri,01:30PM - 02:20PM,"MCKN, Room 029",FALSE,FALSE,FALSE, , , ,P. Matsakis, 40 / 40,0.5,Undergraduate
Winter 2023,Open,CIS*4820*0101 (1783) Game Programming,Guelph,"Tues, Thur",11:30AM - 12:50PM,"MCKN, Room 121", , , ,Fri,12:30PM - 01:20PM,"MCKN, Room 121",FALSE,FALSE,FALSE, , , ,D. Nikitenko, 40 / 40,0.5,Undergraduate
Winter 2023,Open,CIS*4900*01 (1784) Computer Science Project,Guelph, , , , , , ,TBA,TBA,TBA,FALSE,FALSE,FALSE, , , ,TBA, 30 / 30,0.5,Undergraduate
Winter 2023,Open,CIS*4910*01 (1785) Computer Science Thesis,Guelph, , , , , , ,TBA,TBA,TBA,FALSE,FALSE,FALSE, , , ,TBA, 30 / 30,0.5,Undergraduate
Winter 2023,Open,CLAS*1000*01 (1794) Intro. to Classical Culture,Guelph,"Mon, Wed, Fri",04:30PM - 05:20PM,"ALEX, Room 200", , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 300 / 300,0.5,Undergraduate
Winter 2023,Open,CLAS*2000*01 (1795) Classical Mythology,Guelph,"Mon, Wed, Fri",04:30PM - 05:20PM,"AD-S, Room VIRTUAL", , , , , , ,FALSE,FALSE,FALSE, , , ,J. Oliver, 150 / 150,0.5,Undergraduate
Winter 2023,Open,CLAS*2350*01 (1796) The Classical Tradition,Guelph,"Wed, Fri",10:30AM - 11:20AM,"AD-S, Room VIRTUAL", , , , , , ,FALSE,FALSE,FALSE, , , ,J. Oliver, 35 / 35,0.5,Undergraduate
Winter 2023,Open,CLAS*2360*01 (1797) Classical Tradition (in Latin),Guelph,TBA,TBA,TBA, , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 10 / 10,1,Undergraduate
Winter 2023,Open,CLAS*3030*01 (1798) Epic Heroes and Poems,Guelph,"Tues, Thur",01:00PM - 02:20PM,"MCKN, Room 311", , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 35 / 35,0.5,Undergraduate
Winter 2023,Open,CLAS*3080*01 (1799) Epic Heroes & Poems (in Greek),Guelph,TBA,TBA,TBA, , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 10 / 10,1,Undergraduate
Winter 2023,Open,CLAS*4400*01 (1800) Seminar in Classics,Guelph,Wed,07:00PM - 09:50PM,"GRHM, Room 2302", , , , , , ,FALSE,FALSE,FALSE, , , ,A. Sherwood, 12 / 12,0.5,Undergraduate
Winter 2023,Open,COOP*1000*01 (1813) Work Term I,Guelph,TBA,TBA,TBA, , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 600 / 600,0.5,Undergraduate
Winter 2023,Open,COOP*1100*01 (1814) Introduction to Coop Education,Guelph,TBA,TBA,TBA, , , , , , ,FALSE,FALSE,FALSE, , , ,"S. Hagarty, H. Powell", 200 / 200,0,Undergraduate
Winter 2023,Open,COOP*1100*02 (1815) Introduction to Coop Education,Guelph,TBA,TBA,TBA, , , , , , ,FALSE,FALSE,FALSE, , , ,"S. Hagarty, H. Powell", 200 / 200,0,Undergraduate
Winter 2023,Open,COOP*1100*03 (1816) Introduction to Coop Education,Guelph,TBA,TBA,TBA, , , , , , ,FALSE,FALSE,FALSE, , , ,"S. Hagarty, H. Powell", 200 / 200,0,Undergraduate
Winter 2023,Open,COOP*1100*04 (1817) Introduction to Coop Education,Guelph,TBA,TBA,TBA, , , , , , ,FALSE,FALSE,FALSE, , , ,"S. Hagarty, H. Powell", 200 / 200,0,Undergraduate
Winter 2023,Open,COOP*1100*05 (1818) Introduction to Coop Education,Guelph,TBA,TBA,TBA, , , , , , ,FALSE,FALSE,FALSE, , , ,"S. Hagarty, H. Powell", 200 / 200,0,Undergraduate
Winter 2023,Open,COOP*1100*06 (1819) Introduction to Coop Education,Guelph,TBA,TBA,TBA, , , , , , ,FALSE,FALSE,FALSE, , , ,"S. Hagarty, H. Powell", 200 / 200,0,Undergraduate
Winter 2023,Open,COOP*2000*01 (1820) Work Term II,Guelph,TBA,TBA,TBA, , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 600 / 600,0.5,Undergraduate
Winter 2023,Open,COOP*3000*01 (1821) Work Term III,Guelph,TBA,TBA,TBA, , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 600 / 600,0.5,Undergraduate
Winter 2023,Open,COOP*4000*01 (1822) Work Term IV,Guelph,TBA,TBA,TBA, , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 600 / 600,0.5,Undergraduate
Winter 2023,Open,COOP*5000*01 (1823) Work Term V,Guelph,TBA,TBA,TBA, , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 600 / 600,0.5,Undergraduate
Winter 2023,Open,CROP*3300*01 (1824) Grain Crops,Guelph,"Tues, Thur",08:30AM - 09:50AM,"CRSC, Room 116", , , , , , ,FALSE,FALSE,FALSE, , , ,H. Booker, 65 / 65,0.5,Undergraduate
Winter 2023,Open,CROP*4220*0101 (1825) Cropping Systems,Guelph,"Tues, Thur",01:00PM - 02:20PM,"MACN, Room 118", , , ,Wed,11:30AM - 01:20PM,"MACS, Room 129",FALSE,FALSE,FALSE, , , ,J. Nasielski, 40 / 40,0.5,Undergraduate
Winter 2023,Open,CRWR*1000*01 (1826) Elements of Storytelling,Guelph,"Tues, Thur",11:30AM - 12:50PM,"MCKN, Room 113", , , , , , ,FALSE,FALSE,FALSE, , , ,C. Leung, 75 / 75,0.5,Undergraduate
Winter 2023,Open,CRWR*2000*01 (1827) Reading As a Writer,Guelph,"Tues, Thur",01:00PM - 02:20PM,"ROZH, Room 105", , , , , , ,FALSE,FALSE,FALSE, , , ,P. Ramirez, 60 / 60,0.5,Undergraduate
Winter 2023,Open,CRWR*2150*01 (1828) Speculative Fiction Workshop,Guelph,Wed,02:30PM - 05:20PM,"MCKN, Room 316", , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 20 / 20,0.5,Undergraduate
Winter 2023,Open,CRWR*2200*01 (1829) Creative Nonfiction: Nature,Guelph,Mon,11:30AM - 02:20PM,"CRSC, Room 101", , , , , , ,FALSE,FALSE,FALSE, , , ,C. Bush, 20 / 20,0.5,Undergraduate
Winter 2023,Open,CRWR*3100*01 (1830) Fiction Writing Workshop,Guelph,Tues,02:30PM - 05:20PM,"MCKN, Room 103", , , , , , ,FALSE,FALSE,FALSE, , , ,C. Leung, 20 / 20,0.5,Undergraduate
Winter 2023,Open,CTS*2010*01 (1833) Digital Approaches to Culture,Guelph,Thur,11:30AM - 02:20PM,"ALEX, Room 117", , , , , , ,FALSE,FALSE,FALSE, , , ,K. Martin, 50 / 50,0.5,Undergraduate
Winter 2023,Open,CTS*3000*01 (1834) Data and Difference,Guelph,"Mon, Wed",10:00AM - 11:20AM,"MCKN, Room 312", , , , , , ,FALSE,FALSE,FALSE, , , ,S. Brown, 40 / 40,0.5,Undergraduate
Winter 2023,Open,ECON*1050*DE01 (1851) Introductory Microeconomics,Guelph, , , , , , , , , ,TRUE,FALSE,FALSE, , , ,P. Martin, 300 / 300,0.5,Undergraduate
Winter 2023,Open,ECON*1100*01 (1852) Introductory Macroeconomics,Guelph,"Mon, Wed",12:30PM - 01:20PM,"WMEM, Room 103", , , , , , ,FALSE,FALSE,FALSE, , , ,E. Adomait, 580 / 580,0.5,Undergraduate
Winter 2023,Open,ECON*1100*02 (1853) Introductory Macroeconomics,Guelph,"Mon, Wed",02:30PM - 03:20PM,"WMEM, Room 103", , , , , , ,FALSE,FALSE,FALSE, , , ,E. Adomait, 580 / 580,0.5,Undergraduate
Winter 2023,Open,ECON*1100*03 (1854) Introductory Macroeconomics,Guelph,"Tues, Thur",04:00PM - 05:20PM,"ALEX, Room 200", , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 300 / 300,0.5,Undergraduate
Winter 2023,Open,ECON*1100*DE01 (1855) Introductory Macroeconomics,Guelph, , , , , , , , , ,TRUE,FALSE,FALSE, , , ,P. Martin, 300 / 300,0.5,Undergraduate
Winter 2023,Open,ECON*2100*01 (1856) Econ Growth & Environ Quality,Guelph,"Mon, Wed",08:30AM - 09:50AM,"MACS, Room 121", , , , , , ,FALSE,FALSE,FALSE, , , ,J. Livernois, 60 / 60,0.5,Undergraduate
Winter 2023,Open,ECON*2310*01 (1857) Intermediate Microeconomics,Guelph,"Mon, Wed, Fri",10:30AM - 11:20AM,"ROZH, Room 102", , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 120 / 120,0.5,Undergraduate
Winter 2023,Open,ECON*2310*02 (1858) Intermediate Microeconomics,Guelph,"Tues, Thur",04:00PM - 05:20PM,"ROZH, Room 102", , , , , , ,FALSE,FALSE,FALSE, , , ,TBA, 120 / 120,0.5,Undergraduate
Winter 2023,Open,ECON*2410*01 (1859) Intermediate Macroeconomics,Guelph,"Tues, Thur",10:00AM - 11:20AM,"MCKN, Room 117", , , , , , ,FALSE,FALSE,FALSE, , , ,L. Cellarier, 120 / 120,0.5,Undergraduate
Winter 2023,Open,ECON*2410*02 (1860) Intermediate Macroeconomics,Guelph,"Mon, Wed, Fri",08:30AM - 09:20AM,"ROZH, Room 102", , , , , , ,FALSE,FALSE,FALSE, , , ,M. Li, 120 / 120,0.5,Undergraduate
Winter 2023,Open,ECON*2740*0101 (1861) Economic Statistics,Guelph,"Mon, Wed",02:30PM - 03:50PM,"MINS, Room 300", , , ,Fri,10:30AM - 11:20AM,"AD-S, Room VIRTUAL",FALSE,FALSE,FALSE, , , ,TBA, 100 / 100,0.5,Undergraduate
Winter 2023,Open,ECON*2770*01 (1862) Intro Mathematical Economics,Guelph,"Tues, Thur",02:30PM - 03:50PM,"ROZH, Room 102", , , , , , ,FALSE,FALSE,FALSE, , , ,N. Bower-Martin, 120 / 120,0.5,Undergraduate
Winter 2023,Open,ECON*3400*01 (1863) Economics Personnel Management,Guelph,"Mon, Wed, Fri",11:30AM - 12:20PM,"MINS, Room 103", , , , , , ,FALSE,FALSE,FALSE, , , ,L. Grogan, 60 / 60,0.5,Undergraduate
Winter 2023,Open,ECON*3530*01 (1864) Industrial Organization,Guelph,"Mon, Wed, Fri",09:30AM - 10:20AM,"GRHM, Room 2310", , , , , , ,FALSE,FALSE,FALSE, , , ,H. Thille, 60 / 60,0.5,Undergraduate
Winter 2023,Open,ECON*3610*01 (1865) Public Economics,Guelph,"Mon, Wed, Fri",12:30PM - 01:20PM,"MINS, Room 106", , , , , , ,FALSE,FALSE,FALSE, , , ,J. Goertz, 60 / 60,0.5,Undergraduate
Winter 2023,Open,ECON*3620*01 (1866) International Trade,Guelph,"Mon, Wed, Fri",02:30PM - 03:20PM,"GRHM, Room 2310", , , , , , ,FALSE,FALSE,FALSE, , , ,P. Martin, 60 / 60,0.5,Undergraduate
Winter 2023,Open,ECON*3710*0101 (1867) Advanced Microeconomics,Guelph,"Tues, Thur",10:00AM - 11:20AM,"MCKN, Room 121", , , ,Fri,11:30AM - 12:20PM,"AD-S, Room VIRTUAL",FALSE,FALSE,FALSE, , , ,R. Kirkegaard, 80 / 80,0.5,Undergraduate
